Employee_ID,year_month,Annual_load_cost_per_month
74,2019-03,9575.91
74,2019-04,9575.91
74,2019-05,9575.91
74,2019-06,9575.91
74,2019-07,9575.91
74,2019-08,9575.91
74,2019-09,9575.91
74,2019-10,9575.91
74,2019-11,9575.91
74,2019-12,9575.91
74,2020-01,9575.91
74,2020-02,9575.91
74,2020-03,9575.91
74,2020-04,9575.91
74,2020-05,9575.91
74,2020-06,9575.91
74,2020-07,9575.91
74,2020-08,9575.91
74,2020-09,9575.91
74,2020-10,9575.91
74,2020-11,9575.91
74,2020-12,9575.91
74,2021-01,9575.91
74,2021-02,9575.91
74,2021-03,9575.91
74,2021-04,9575.91
74,2021-05,9575.91
74,2021-06,9575.91
74,2021-07,9575.91
74,2021-08,9575.91
74,2021-09,9575.91
74,2021-10,9575.91
74,2021-11,9575.91
74,2021-12,9575.91
74,2022-01,9575.91
74,2022-02,9575.91
74,2022-03,9575.91
74,2022-04,9575.91
74,2022-05,9575.91
74,2022-06,9575.91
74,2022-07,9575.91
74,2022-08,9575.91
74,2022-09,9575.91
74,2022-10,9575.91
74,2022-11,9575.91
74,2022-12,9575.91
74,2023-01,9575.91
74,2023-02,9575.91
74,2023-03,9575.91
74,2023-04,9575.91
74,2023-05,9575.91
74,2023-06,9575.91
74,2023-07,9575.91
74,2023-08,9575.91
74,2023-09,9575.91
74,2023-10,9575.91
74,2023-11,9575.91
74,2023-12,9575.91
74,2024-01,9575.91
74,2024-02,9575.91
74,2024-03,9575.91
74,2024-04,9575.91
74,2024-05,9575.91
74,2024-06,9575.91
74,2024-07,9575.91
74,2024-08,9575.91
74,2024-09,9575.91
74,2024-10,9575.91
74,2024-11,9575.91
74,2024-12,9575.91
74,2025-01,9575.91
74,2025-02,9575.91
74,2025-03,9575.91
74,2025-04,9575.91
74,2025-05,9575.91
74,2025-06,9575.91
75,2000-07,17040
75,2000-08,17040
75,2000-09,17040
75,2000-10,17040
75,2000-11,17040
75,2000-12,17040
75,2001-01,17040
75,2001-02,17040
75,2001-03,17040
75,2001-04,17040
75,2001-05,17040
75,2001-06,17040
75,2001-07,17040
75,2001-08,17040
75,2001-09,17040
75,2001-10,17040
75,2001-11,17040
75,2001-12,17040
75,2002-01,17179
75,2002-02,17179
75,2002-03,17179
75,2002-04,17179
75,2002-05,17179
75,2002-06,17179
75,2002-07,17179
75,2002-08,17179
75,2002-09,17179
75,2002-10,17179
75,2002-11,17372
75,2002-12,17372
75,2003-01,17372
75,2003-02,17372
75,2003-03,17372
75,2003-04,17372
75,2003-05,17372
75,2003-06,17372
75,2003-07,17372
75,2003-08,17372
75,2003-09,17372
75,2003-10,17372
75,2003-11,17372
75,2003-12,17437
75,2004-01,17437
75,2004-02,17437
75,2004-03,17437
75,2004-04,17437
75,2004-05,17437
75,2004-06,17437
75,2004-07,17437
75,2004-08,17437
75,2004-09,17437
75,2004-10,17437
75,2004-11,17437
75,2004-12,17437
75,2005-01,17437
75,2005-02,17437
75,2005-03,17437
75,2005-04,17437
75,2005-05,17437
75,2005-06,17437
75,2005-07,17437
75,2005-08,17437
75,2005-09,17437
75,2005-10,17437
75,2005-11,17437
75,2005-12,17437
75,2006-01,17437
75,2006-02,17437
75,2006-03,17437
75,2006-04,17437
75,2006-05,17437
75,2006-06,17437
75,2006-07,17437
75,2006-08,17437
75,2006-09,17437
75,2006-10,17437
75,2006-11,17437
75,2006-12,17437
75,2007-01,17437
75,2007-02,17437
75,2007-03,17437
75,2007-04,17437
75,2007-05,17437
75,2007-06,17437
75,2007-07,17437
75,2007-08,17437
75,2007-09,17437
75,2007-10,17437
75,2007-11,17437
75,2007-12,17437
75,2008-01,17437
75,2008-02,17437
75,2008-03,17437
75,2008-04,17437
75,2008-05,17437
75,2008-06,17437
75,2008-07,17437
75,2008-08,17437
75,2008-09,17437
75,2008-10,17437
75,2008-11,17437
75,2008-12,17437
75,2009-01,17437
75,2009-02,17437
75,2009-03,17437
75,2009-04,17437
75,2009-05,17437
75,2009-06,17437
75,2009-07,17437
75,2009-08,17517
75,2009-09,17517
75,2009-10,17517
75,2009-11,17517
75,2009-12,17517
75,2010-01,17517
75,2010-02,17517
75,2010-03,17632
75,2010-04,17632
75,2010-05,17632
75,2010-06,17632
75,2010-07,17632
75,2010-08,17632
75,2010-09,17632
75,2010-10,17632
75,2010-11,17632
75,2010-12,17632
75,2011-01,17632
75,2011-02,17632
75,2011-03,17632
75,2011-04,17632
75,2011-05,17632
75,2011-06,17632
75,2011-07,17632
75,2011-08,17632
75,2011-09,17632
75,2011-10,17632
75,2011-11,17632
75,2011-12,17632
75,2012-01,17632
75,2012-02,17632
75,2012-03,17632
75,2012-04,17632
75,2012-05,17632
75,2012-06,17632
75,2012-07,17632
75,2012-08,17632
75,2012-09,17632
75,2012-10,17632
75,2012-11,17632
75,2012-12,17632
75,2013-01,17632
75,2013-02,17632
75,2013-03,17632
75,2013-04,17632
75,2013-05,17632
75,2013-06,17632
75,2013-07,17632
75,2013-08,17632
75,2013-09,17632
75,2013-10,17632
75,2013-11,17632
75,2013-12,17632
75,2014-01,17632
75,2014-02,17632
75,2014-03,17632
75,2014-04,17632
75,2014-05,17632
75,2014-06,17632
75,2014-07,17632
75,2014-08,17632
75,2014-09,17632
75,2014-10,17632
75,2014-11,17632
75,2014-12,17632
75,2015-01,17632
75,2015-02,17632
75,2015-03,17632
75,2015-04,17632
75,2015-05,17632
75,2015-06,17632
75,2015-07,17632
75,2015-08,17632
75,2015-09,17632
75,2015-10,17632
75,2015-11,17632
75,2015-12,17632
75,2016-01,17632
75,2016-02,17632
75,2016-03,17632
75,2016-04,17632
75,2016-05,17632
75,2016-06,17632
75,2016-07,17632
75,2016-08,17632
75,2016-09,17632
75,2016-10,17632
75,2016-11,17632
75,2016-12,17632
75,2017-01,17632
75,2017-02,17632
75,2017-03,17632
75,2017-04,17632
75,2017-05,17632
75,2017-06,17632
75,2017-07,17632
75,2017-08,17632
75,2017-09,17632
75,2017-10,17632
75,2017-11,17632
75,2017-12,17632
75,2018-01,17632
75,2018-02,17632
75,2018-03,17632
75,2018-04,17632
75,2018-05,17632
75,2018-06,17632
75,2018-07,17632
75,2018-08,17632
75,2018-09,17632
75,2018-10,17632
75,2018-11,17632
75,2018-12,17632
75,2019-01,17632
75,2019-02,17632
75,2019-03,17632
75,2019-04,17632
75,2019-05,24458.28
75,2019-06,24458.28
75,2019-07,24458.28
75,2019-08,24458.28
75,2019-09,24458.28
75,2019-10,24458.28
75,2019-11,24458.28
75,2019-12,24458.28
75,2020-01,24458.28
75,2020-02,24458.28
75,2020-03,24458.28
75,2020-04,24458.28
75,2020-05,24458.28
75,2020-06,24458.28
75,2020-07,24458.28
75,2020-08,24458.28
75,2020-09,24458.28
75,2020-10,24458.28
75,2020-11,24458.28
75,2020-12,24458.28
75,2021-01,24458.28
75,2021-02,24458.28
75,2021-03,24458.28
75,2021-04,24458.28
75,2021-05,24458.28
75,2021-06,24458.28
75,2021-07,24458.28
75,2021-08,24458.28
75,2021-09,24458.28
75,2021-10,24458.28
75,2021-11,24458.28
75,2021-12,24458.28
75,2022-01,24458.28
75,2022-02,24458.28
75,2022-03,24458.28
75,2022-04,24458.28
75,2022-05,24458.28
75,2022-06,24458.28
75,2022-07,24458.28
75,2022-08,24458.28
75,2022-09,24458.28
75,2022-10,24458.28
75,2022-11,24458.28
75,2022-12,24458.28
75,2023-01,24458.28
75,2023-02,24458.28
75,2023-03,24458.28
75,2023-04,24458.28
75,2023-05,24458.28
75,2023-06,24458.28
75,2023-07,24458.28
75,2023-08,24458.28
75,2023-09,24458.28
75,2023-10,24458.28
75,2023-11,24458.28
75,2023-12,24458.28
75,2024-01,24458.28
75,2024-02,24458.28
75,2024-03,24458.28
75,2024-04,24458.28
75,2024-05,24458.28
75,2024-06,24458.28
75,2024-07,24458.28
75,2024-08,24458.28
75,2024-09,24458.28
75,2024-10,24458.28
75,2024-11,24458.28
75,2024-12,24458.28
75,2025-01,24458.28
75,2025-02,24458.28
75,2025-03,24458.28
75,2025-04,24458.28
75,2025-05,24458.28
75,2025-06,24458.28
76,2000-07,16210
76,2000-08,16210
76,2000-09,16210
76,2000-10,16210
76,2000-11,16210
76,2000-12,16210
76,2001-01,16210
76,2001-02,16210
76,2001-03,16210
76,2001-04,16210
76,2001-05,16210
76,2001-06,16210
76,2001-07,16210
76,2001-08,16210
76,2001-09,16210
76,2001-10,16210
76,2001-11,16210
76,2001-12,16210
76,2002-01,16210
76,2002-02,16210
76,2002-03,16210
76,2002-04,16909
76,2002-05,16909
76,2002-06,16909
76,2002-07,16909
76,2002-08,16909
76,2002-09,16909
76,2002-10,16909
76,2002-11,16909
76,2002-12,16909
76,2003-01,16909
76,2003-02,16909
76,2003-03,16909
76,2003-04,16909
76,2003-05,16915
76,2003-06,16915
76,2003-07,16915
76,2003-08,16915
76,2003-09,16915
76,2003-10,16915
76,2003-11,16915
76,2003-12,16915
76,2004-01,16915
76,2004-02,16915
76,2004-03,16915
76,2004-04,16915
76,2004-05,16915
76,2004-06,16915
76,2004-07,16915
76,2004-08,16915
76,2004-09,16915
76,2004-10,16915
76,2004-11,16915
76,2004-12,16915
76,2005-01,16915
76,2005-02,16915
76,2005-03,16915
76,2005-04,16915
76,2005-05,16915
76,2005-06,16915
76,2005-07,16915
76,2005-08,16915
76,2005-09,16915
76,2005-10,16915
76,2005-11,16915
76,2005-12,16915
76,2006-01,16915
76,2006-02,16915
76,2006-03,16915
76,2006-04,16915
76,2006-05,16915
76,2006-06,16915
76,2006-07,16915
76,2006-08,16915
76,2006-09,16915
76,2006-10,16915
76,2006-11,16915
76,2006-12,16915
76,2007-01,16915
76,2007-02,16915
76,2007-03,16915
76,2007-04,16915
76,2007-05,16915
76,2007-06,16915
76,2007-07,16933
76,2007-08,16933
76,2007-09,16933
76,2007-10,16933
76,2007-11,16933
76,2007-12,16933
76,2008-01,16933
76,2008-02,16933
76,2008-03,16933
76,2008-04,16933
76,2008-05,16933
76,2008-06,16933
76,2008-07,16933
76,2008-08,16933
76,2008-09,16933
76,2008-10,16933
76,2008-11,16933
76,2008-12,16933
76,2009-01,16933
76,2009-02,16933
76,2009-03,16933
76,2009-04,16933
76,2009-05,16933
76,2009-06,16933
76,2009-07,16933
76,2009-08,16933
76,2009-09,16933
76,2009-10,16933
76,2009-11,16933
76,2009-12,16933
76,2010-01,16933
76,2010-02,16933
76,2010-03,16933
76,2010-04,16933
76,2010-05,16933
76,2010-06,16933
76,2010-07,16933
76,2010-08,16933
76,2010-09,16933
76,2010-10,16933
76,2010-11,16933
76,2010-12,16933
76,2011-01,16933
76,2011-02,16933
76,2011-03,16933
76,2011-04,16933
76,2011-05,16933
76,2011-06,16933
76,2011-07,16933
76,2011-08,16933
76,2011-09,16933
76,2011-10,16933
76,2011-11,16933
76,2011-12,16933
76,2012-01,16933
76,2012-02,16933
76,2012-03,16933
76,2012-04,16933
76,2012-05,16933
76,2012-06,16933
76,2012-07,16933
76,2012-08,16933
76,2012-09,16933
76,2012-10,16933
76,2012-11,16933
76,2012-12,16933
76,2013-01,16933
76,2013-02,16933
76,2013-03,16933
76,2013-04,16933
76,2013-05,16933
76,2013-06,16933
76,2013-07,16933
76,2013-08,16933
76,2013-09,16933
76,2013-10,16933
76,2013-11,16933
76,2013-12,16933
76,2014-01,16933
76,2014-02,16933
76,2014-03,16933
76,2014-04,16933
76,2014-05,16933
76,2014-06,16933
76,2014-07,16933
76,2014-08,16933
76,2014-09,16933
76,2014-10,16933
76,2014-11,16933
76,2014-12,16933
76,2015-01,16933
76,2015-02,16933
76,2015-03,16933
76,2015-04,16933
76,2015-05,16933
76,2015-06,16933
76,2015-07,16933
76,2015-08,16933
76,2015-09,16933
76,2015-10,16933
76,2015-11,16933
76,2015-12,16933
76,2016-01,16933
76,2016-02,16933
76,2016-03,16933
76,2016-04,16933
76,2016-05,16933
76,2016-06,16933
76,2016-07,16933
76,2016-08,16933
76,2016-09,16933
76,2016-10,16933
76,2016-11,16933
76,2016-12,16933
76,2017-01,16933
76,2017-02,16933
76,2017-03,16933
76,2017-04,16933
76,2017-05,16933
76,2017-06,16933
76,2017-07,16933
76,2017-08,16933
76,2017-09,16933
76,2017-10,16933
76,2017-11,16933
76,2017-12,16933
76,2018-01,16933
76,2018-02,16933
76,2018-03,16933
76,2018-04,16933
76,2018-05,16933
76,2018-06,16933
76,2018-07,16933
76,2018-08,16933
76,2018-09,16933
76,2018-10,16933
76,2018-11,16933
76,2018-12,16933
76,2019-01,16933
76,2019-02,16933
76,2019-03,16933
76,2019-04,16933
76,2019-05,16933
76,2019-06,16933
76,2019-07,16933
76,2019-08,16933
76,2019-09,16933
76,2019-10,16933
76,2019-11,16933
76,2019-12,16933
76,2020-01,16933
76,2020-02,16933
76,2020-03,16933
76,2020-04,16933
76,2020-05,16933
76,2020-06,16933
76,2020-07,16933
76,2020-08,16933
76,2020-09,16933
76,2020-10,16933
76,2020-11,16933
76,2020-12,16933
76,2021-01,16933
76,2021-02,16933
76,2021-03,16933
76,2021-04,16933
76,2021-05,16933
76,2021-06,16933
76,2021-07,17171
76,2021-08,17171
76,2021-09,17171
76,2021-10,17171
76,2021-11,17171
76,2021-12,17171
76,2022-01,17171
76,2022-02,17171
76,2022-03,17171
76,2022-04,17171
76,2022-05,17171
76,2022-06,17171
76,2022-07,17171
76,2022-08,17171
76,2022-09,17171
76,2022-10,17171
76,2022-11,17171
76,2022-12,17171
76,2023-01,17171
76,2023-02,17171
76,2023-03,17171
76,2023-04,17171
76,2023-05,17171
76,2023-06,17171
76,2023-07,17171
76,2023-08,17171
76,2023-09,17171
76,2023-10,17171
76,2023-11,17171
76,2023-12,17171
76,2024-01,17171
76,2024-02,17171
76,2024-03,17171
76,2024-04,24401.64
76,2024-05,24401.64
76,2024-06,24401.64
76,2024-07,24401.64
76,2024-08,24401.64
76,2024-09,24401.64
76,2024-10,24401.64
76,2024-11,24401.64
76,2024-12,24401.64
76,2025-01,24401.64
76,2025-02,24401.64
76,2025-03,24401.64
76,2025-04,24401.64
76,2025-05,24401.64
76,2025-06,24401.64
77,2000-07,15504
77,2000-08,15504
77,2000-09,15504
77,2000-10,15504
77,2000-11,15504
77,2000-12,15504
77,2001-01,15504
77,2001-02,15504
77,2001-03,15504
77,2001-04,15504
77,2001-05,15504
77,2001-06,15504
77,2001-07,15504
77,2001-08,15504
77,2001-09,15504
77,2001-10,15504
77,2001-11,15504
77,2001-12,15504
77,2002-01,15504
77,2002-02,15504
77,2002-03,15504
77,2002-04,15504
77,2002-05,15504
77,2002-06,15504
77,2002-07,15504
77,2002-08,15504
77,2002-09,15504
77,2002-10,15504
77,2002-11,15504
77,2002-12,15504
77,2003-01,15504
77,2003-02,15504
77,2003-03,15504
77,2003-04,15504
77,2003-05,15504
77,2003-06,15504
77,2003-07,15504
77,2003-08,15504
77,2003-09,15504
77,2003-10,15504
77,2003-11,15504
77,2003-12,15504
77,2004-01,15504
77,2004-02,15504
77,2004-03,15504
77,2004-04,15504
77,2004-05,15504
77,2004-06,15504
77,2004-07,15504
77,2004-08,15504
77,2004-09,15504
77,2004-10,15504
77,2004-11,15504
77,2004-12,15504
77,2005-01,15504
77,2005-02,15504
77,2005-03,15504
77,2005-04,15504
77,2005-05,15504
77,2005-06,15504
77,2005-07,15504
77,2005-08,15504
77,2005-09,15504
77,2005-10,15504
77,2005-11,15504
77,2005-12,15504
77,2006-01,15504
77,2006-02,15504
77,2006-03,15504
77,2006-04,15504
77,2006-05,15504
77,2006-06,15504
77,2006-07,15504
77,2006-08,15504
77,2006-09,15504
77,2006-10,15504
77,2006-11,15504
77,2006-12,15504
77,2007-01,15504
77,2007-02,15504
77,2007-03,15504
77,2007-04,15504
77,2007-05,15504
77,2007-06,15504
77,2007-07,15504
77,2007-08,15504
77,2007-09,15504
77,2007-10,15504
77,2007-11,15504
77,2007-12,15504
77,2008-01,15504
77,2008-02,15504
77,2008-03,15504
77,2008-04,15504
77,2008-05,15504
77,2008-06,15504
77,2008-07,15504
77,2008-08,15504
77,2008-09,15504
77,2008-10,15504
77,2008-11,15504
77,2008-12,15504
77,2009-01,15504
77,2009-02,15504
77,2009-03,15504
77,2009-04,15504
77,2009-05,15504
77,2009-06,15504
77,2009-07,15504
77,2009-08,15504
77,2009-09,15504
77,2009-10,15504
77,2009-11,15504
77,2009-12,15795
77,2010-01,15795
77,2010-02,15795
77,2010-03,15795
77,2010-04,15795
77,2010-05,15795
77,2010-06,15795
77,2010-07,15795
77,2010-08,15795
77,2010-09,15795
77,2010-10,15795
77,2010-11,15795
77,2010-12,15795
77,2011-01,15795
77,2011-02,15795
77,2011-03,15795
77,2011-04,15795
77,2011-05,15795
77,2011-06,15795
77,2011-07,15795
77,2011-08,15795
77,2011-09,15795
77,2011-10,15808
77,2011-11,15808
77,2011-12,15808
77,2012-01,15808
77,2012-02,15808
77,2012-03,16096
77,2012-04,16096
77,2012-05,16096
77,2012-06,16096
77,2012-07,16096
77,2012-08,16096
77,2012-09,16096
77,2012-10,16096
77,2012-11,16096
77,2012-12,16096
77,2013-01,16096
77,2013-02,16096
77,2013-03,16096
77,2013-04,16096
77,2013-05,16096
77,2013-06,16096
77,2013-07,16096
77,2013-08,16096
77,2013-09,16096
77,2013-10,16096
77,2013-11,16096
77,2013-12,16096
77,2014-01,16096
77,2014-02,16096
77,2014-03,16096
77,2014-04,16096
77,2014-05,16096
77,2014-06,16096
77,2014-07,16096
77,2014-08,16096
77,2014-09,16096
77,2014-10,16096
77,2014-11,16096
77,2014-12,16096
77,2015-01,16096
77,2015-02,16096
77,2015-03,16096
77,2015-04,16096
77,2015-05,16096
77,2015-06,16096
77,2015-07,16096
77,2015-08,16096
77,2015-09,16096
77,2015-10,16096
77,2015-11,16096
77,2015-12,16096
77,2016-01,16096
77,2016-02,16096
77,2016-03,16096
77,2016-04,16096
77,2016-05,16096
77,2016-06,16096
77,2016-07,16096
77,2016-08,16096
77,2016-09,16096
77,2016-10,16096
77,2016-11,16096
77,2016-12,16096
77,2017-01,16096
77,2017-02,16096
77,2017-03,16096
77,2017-04,16096
77,2017-05,16096
77,2017-06,16096
77,2017-07,16096
77,2017-08,16096
77,2017-09,16096
77,2017-10,16096
77,2017-11,16096
77,2017-12,16096
77,2018-01,16096
77,2018-02,16096
77,2018-03,16096
77,2018-04,16096
77,2018-05,16096
77,2018-06,16096
77,2018-07,16096
77,2018-08,16096
77,2018-09,16096
77,2018-10,16096
77,2018-11,16096
77,2018-12,16096
77,2019-01,16096
77,2019-02,16096
77,2019-03,16096
77,2019-04,16096
77,2019-05,16096
77,2019-06,16096
77,2019-07,16096
77,2019-08,16096
77,2019-09,16096
77,2019-10,16096
77,2019-11,16096
77,2019-12,16096
77,2020-01,16096
77,2020-02,16096
77,2020-03,16096
77,2020-04,16096
77,2020-05,16096
77,2020-06,16096
77,2020-07,16096
77,2020-08,16096
77,2020-09,16096
77,2020-10,16096
77,2020-11,16096
77,2020-12,16096
77,2021-01,16096
77,2021-02,16096
77,2021-03,16105
77,2021-04,16105
77,2021-05,16105
77,2021-06,16105
77,2021-07,16105
77,2021-08,16105
77,2021-09,16105
77,2021-10,16105
77,2021-11,16105
77,2021-12,16105
77,2022-01,16105
77,2022-02,16105
77,2022-03,16105
77,2022-04,16105
77,2022-05,16105
77,2022-06,16105
77,2022-07,16105
77,2022-08,16105
77,2022-09,16105
77,2022-10,16105
77,2022-11,16105
77,2022-12,16105
77,2023-01,16105
77,2023-02,16105
77,2023-03,16105
77,2023-04,16105
77,2023-05,16105
77,2023-06,16105
77,2023-07,16105
77,2023-08,16105
77,2023-09,16105
77,2023-10,16105
77,2023-11,16105
77,2023-12,16105
77,2024-01,16105
77,2024-02,16105
77,2024-03,16105
77,2024-04,16105
77,2024-05,16105
77,2024-06,16105
77,2024-07,16105
77,2024-08,16105
77,2024-09,16105
77,2024-10,16105
77,2024-11,16105
77,2024-12,16105
77,2025-01,23347.3
77,2025-02,23347.3
77,2025-03,23347.3
77,2025-04,23347.3
77,2025-05,23347.3
77,2025-06,23347.3
78,2000-07,15719
78,2000-08,15719
78,2000-09,15719
78,2000-10,15719
78,2000-11,15719
78,2000-12,15719
78,2001-01,15719
78,2001-02,15719
78,2001-03,15719
78,2001-04,15719
78,2001-05,15719
78,2001-06,15719
78,2001-07,15719
78,2001-08,15719
78,2001-09,15719
78,2001-10,15719
78,2001-11,15719
78,2001-12,15719
78,2002-01,15719
78,2002-02,15719
78,2002-03,15719
78,2002-04,15719
78,2002-05,15719
78,2002-06,15719
78,2002-07,15719
78,2002-08,15719
78,2002-09,15719
78,2002-10,15719
78,2002-11,15719
78,2002-12,15719
78,2003-01,15719
78,2003-02,15719
78,2003-03,15719
78,2003-04,15719
78,2003-05,15719
78,2003-06,15719
78,2003-07,15719
78,2003-08,15719
78,2003-09,15719
78,2003-10,15719
78,2003-11,15719
78,2003-12,15719
78,2004-01,15719
78,2004-02,15719
78,2004-03,15719
78,2004-04,15719
78,2004-05,15719
78,2004-06,15719
78,2004-07,15719
78,2004-08,16243
78,2004-09,16243
78,2004-10,16243
78,2004-11,16243
78,2004-12,16243
78,2005-01,16243
78,2005-02,16243
78,2005-03,16243
78,2005-04,16243
78,2005-05,16243
78,2005-06,16243
78,2005-07,16243
78,2005-08,16243
78,2005-09,16243
78,2005-10,16243
78,2005-11,16243
78,2005-12,16243
78,2006-01,16243
78,2006-02,16243
78,2006-03,16243
78,2006-04,16243
78,2006-05,16243
78,2006-06,16243
78,2006-07,16243
78,2006-08,16243
78,2006-09,16243
78,2006-10,16243
78,2006-11,16243
78,2006-12,16243
78,2007-01,16243
78,2007-02,16243
78,2007-03,16243
78,2007-04,16243
78,2007-05,16243
78,2007-06,16243
78,2007-07,16243
78,2007-08,16243
78,2007-09,16243
78,2007-10,16243
78,2007-11,16243
78,2007-12,16243
78,2008-01,16243
78,2008-02,16243
78,2008-03,16243
78,2008-04,16243
78,2008-05,16243
78,2008-06,16243
78,2008-07,16243
78,2008-08,16243
78,2008-09,16243
78,2008-10,16243
78,2008-11,16243
78,2008-12,16243
78,2009-01,16243
78,2009-02,16243
78,2009-03,16243
78,2009-04,16243
78,2009-05,16243
78,2009-06,16243
78,2009-07,16243
78,2009-08,16243
78,2009-09,16243
78,2009-10,16243
78,2009-11,16243
78,2009-12,16243
78,2010-01,16243
78,2010-02,16243
78,2010-03,16243
78,2010-04,16243
78,2010-05,16243
78,2010-06,16243
78,2010-07,16243
78,2010-08,16243
78,2010-09,16243
78,2010-10,16243
78,2010-11,16243
78,2010-12,16243
78,2011-01,16243
78,2011-02,16243
78,2011-03,16243
78,2011-04,16243
78,2011-05,16243
78,2011-06,16243
78,2011-07,16243
78,2011-08,16243
78,2011-09,16243
78,2011-10,16243
78,2011-11,16243
78,2011-12,16243
78,2012-01,16243
78,2012-02,16243
78,2012-03,16243
78,2012-04,16243
78,2012-05,16243
78,2012-06,16243
78,2012-07,16243
78,2012-08,16243
78,2012-09,16243
78,2012-10,16243
78,2012-11,16243
78,2012-12,16243
78,2013-01,16243
78,2013-02,16243
78,2013-03,16243
78,2013-04,16243
78,2013-05,16243
78,2013-06,16243
78,2013-07,16243
78,2013-08,16243
78,2013-09,16243
78,2013-10,16243
78,2013-11,16243
78,2013-12,16654
78,2014-01,16654
78,2014-02,16654
78,2014-03,16654
78,2014-04,16654
78,2014-05,16654
78,2014-06,16654
78,2014-07,16654
78,2014-08,16654
78,2014-09,16654
78,2014-10,16654
78,2014-11,16654
78,2014-12,16654
78,2015-01,16654
78,2015-02,16654
78,2015-03,16654
78,2015-04,16654
78,2015-05,16654
78,2015-06,16654
78,2015-07,16654
78,2015-08,16654
78,2015-09,16654
78,2015-10,16654
78,2015-11,16654
78,2015-12,16654
78,2016-01,16654
78,2016-02,16654
78,2016-03,16654
78,2016-04,16654
78,2016-05,16772
78,2016-06,16772
78,2016-07,16772
78,2016-08,16772
78,2016-09,16772
78,2016-10,16772
78,2016-11,16772
78,2016-12,16772
78,2017-01,16772
78,2017-02,16772
78,2017-03,16772
78,2017-04,16772
78,2017-05,16772
78,2017-06,16772
78,2017-07,16772
78,2017-08,16772
78,2017-09,16772
78,2017-10,16772
78,2017-11,16772
78,2017-12,16772
78,2018-01,16772
78,2018-02,16772
78,2018-03,16772
78,2018-04,16772
78,2018-05,16772
78,2018-06,16772
78,2018-07,16772
78,2018-08,23865.09
78,2018-09,23865.09
78,2018-10,23865.09
78,2018-11,23865.09
78,2018-12,23865.09
78,2019-01,23865.09
78,2019-02,23865.09
78,2019-03,23865.09
78,2019-04,23865.09
78,2019-05,23865.09
78,2019-06,23865.09
78,2019-07,23865.09
78,2019-08,23865.09
78,2019-09,23865.09
78,2019-10,23865.09
78,2019-11,23865.09
78,2019-12,23865.09
78,2020-01,23865.09
78,2020-02,23865.09
78,2020-03,23865.09
78,2020-04,23865.09
78,2020-05,23865.09
78,2020-06,23865.09
78,2020-07,23865.09
78,2020-08,23865.09
78,2020-09,23865.09
78,2020-10,23865.09
78,2020-11,23865.09
78,2020-12,23865.09
78,2021-01,23865.09
78,2021-02,23865.09
78,2021-03,23865.09
78,2021-04,23865.09
78,2021-05,23865.09
78,2021-06,23865.09
78,2021-07,23865.09
78,2021-08,23865.09
78,2021-09,23865.09
78,2021-10,23865.09
78,2021-11,23865.09
78,2021-12,23865.09
78,2022-01,23865.09
78,2022-02,23865.09
78,2022-03,23865.09
78,2022-04,23865.09
78,2022-05,23865.09
78,2022-06,23865.09
78,2022-07,23865.09
78,2022-08,23865.09
78,2022-09,23865.09
78,2022-10,23865.09
78,2022-11,23865.09
78,2022-12,23865.09
78,2023-01,23865.09
78,2023-02,23865.09
78,2023-03,23865.09
78,2023-04,23865.09
78,2023-05,23865.09
78,2023-06,23865.09
78,2023-07,23865.09
78,2023-08,23865.09
78,2023-09,23865.09
78,2023-10,23865.09
78,2023-11,23865.09
78,2023-12,23865.09
78,2024-01,23865.09
78,2024-02,23865.09
78,2024-03,23865.09
78,2024-04,23865.09
78,2024-05,23865.09
78,2024-06,23865.09
78,2024-07,23865.09
78,2024-08,23865.09
78,2024-09,23865.09
78,2024-10,23865.09
78,2024-11,23865.09
78,2024-12,23865.09
78,2025-01,23865.09
78,2025-02,23865.09
78,2025-03,23865.09
78,2025-04,23865.09
78,2025-05,23865.09
78,2025-06,23865.09
79,2000-07,10819
79,2000-08,10819
79,2000-09,10819
79,2000-10,10819
79,2000-11,10819
79,2000-12,10819
79,2001-01,10819
79,2001-02,10819
79,2001-03,10819
79,2001-04,10819
79,2001-05,10819
79,2001-06,10819
79,2001-07,10819
79,2001-08,10819
79,2001-09,10819
79,2001-10,10819
79,2001-11,10819
79,2001-12,10819
79,2002-01,10819
79,2002-02,10819
79,2002-03,10819
79,2002-04,10819
79,2002-05,10819
79,2002-06,10819
79,2002-07,10819
79,2002-08,10819
79,2002-09,10819
79,2002-10,10819
79,2002-11,10819
79,2002-12,10819
79,2003-01,10819
79,2003-02,10819
79,2003-03,10819
79,2003-04,10819
79,2003-05,10819
79,2003-06,10819
79,2003-07,10819
79,2003-08,10819
79,2003-09,10819
79,2003-10,10819
79,2003-11,10819
79,2003-12,10819
79,2004-01,10819
79,2004-02,10819
79,2004-03,10819
79,2004-04,10819
79,2004-05,10819
79,2004-06,10819
79,2004-07,10819
79,2004-08,10819
79,2004-09,10819
79,2004-10,10937
79,2004-11,10937
79,2004-12,10937
79,2005-01,10937
79,2005-02,10937
79,2005-03,10937
79,2005-04,10937
79,2005-05,10937
79,2005-06,10937
79,2005-07,10937
79,2005-08,10937
79,2005-09,10937
79,2005-10,10937
79,2005-11,10937
79,2005-12,10937
79,2006-01,10937
79,2006-02,10937
79,2006-03,10937
79,2006-04,10937
